house_id,housing_category,house_type,location,size_sqm,cost_per_sqm_ksh,construction_cost_ksh,financing_cost_ksh,markup_ksh,government_subsidy_ksh,final_price_ksh,interest_rate_pct,repayment_years,monthly_repayment_ksh,buyer_monthly_income_ksh,housing_levy_contribution_ksh,affordability_ratio,affordable
KE-0167,Affordable,1-Bedroom,Kasarani,32,48183.0,1541900.0,308400.0,264600.0,148000.0,1966900.0,6.0,20,14090.0,70200,1050.0,0.201,1
KE-0168,Social,1-Bedroom,Kasarani,38,44751.0,1700500.0,340100.0,191800.0,306100.0,1926300.0,3.0,30,8120.0,18000,270.0,0.451,0
KE-0169,Social,Studio,Nairobi CBD,21,60666.0,1274000.0,254800.0,143700.0,229300.0,1443200.0,3.0,30,6080.0,13400,200.0,0.454,0
KE-0170,Affordable,Studio,Eastlands,20,43440.0,868800.0,173800.0,149100.0,83400.0,1108300.0,6.0,30,6640.0,103100,1550.0,0.064,1
KE-0171,Affordable,2-Bedroom,Kisumu,58,54727.0,3174200.0,634800.0,544700.0,304700.0,4049000.0,6.0,20,29010.0,52300,780.0,0.555,0
KE-0172,Social,1-Bedroom,Westlands,36,57931.0,2085500.0,417100.0,235200.0,375400.0,2362400.0,3.0,20,13100.0,12400,190.0,1.056,0
KE-0173,Affordable,2-Bedroom,Nakuru,56,44909.0,2514900.0,503000.0,431600.0,241400.0,3208100.0,6.0,30,19230.0,132100,1980.0,0.146,1
KE-0174,Social,1-Bedroom,Westlands,38,55645.0,2114500.0,422900.0,238500.0,380600.0,2395300.0,3.0,30,10100.0,12200,180.0,0.828,0
KE-0175,Affordable,3-Bedroom,Kisumu,82,51594.0,4230700.0,846100.0,726000.0,406100.0,5396700.0,6.0,20,38660.0,138400,2080.0,0.279,1
KE-0176,Social,1-Bedroom,Kisumu,36,44743.0,1610700.0,322100.0,181700.0,289900.0,1824600.0,3.0,15,12600.0,17500,260.0,0.72,0
KE-0177,Affordable,1-Bedroom,Eastlands,37,41944.0,1551900.0,310400.0,266300.0,149000.0,1979600.0,6.0,30,11870.0,91100,1370.0,0.13,1
KE-0178,Affordable,3-Bedroom,Kisumu,77,50793.0,3911100.0,782200.0,671100.0,375500.0,4988900.0,6.0,15,42100.0,26600,400.0,1.583,0
KE-0179,Market-Rate,2-Bedroom,Nairobi CBD,52,101117.0,5258100.0,1051600.0,1261900.0,0.0,7571600.0,9.0,25,63540.0,254200,3810.0,0.25,1
KE-0180,Social,Studio,Embakasi,21,43890.0,921700.0,184300.0,104000.0,165900.0,1044100.0,3.0,30,4400.0,12900,190.0,0.341,0
KE-0181,Affordable,2-Bedroom,Kisumu,52,54035.0,2809800.0,562000.0,482200.0,269700.0,3584300.0,6.0,15,30250.0,43600,650.0,0.694,0
KE-0182,Social,1-Bedroom,Westlands,35,57174.0,2001100.0,400200.0,225700.0,360200.0,2266800.0,3.0,25,10750.0,12700,190.0,0.846,0
KE-0183,Market-Rate,1-Bedroom,Kisumu,37,77964.0,2884700.0,576900.0,692300.0,0.0,4153900.0,9.0,30,33420.0,322500,4840.0,0.104,1
KE-0184,Market-Rate,Studio,Nairobi CBD,22,101621.0,2235700.0,447100.0,536600.0,0.0,3219400.0,9.0,30,25900.0,228500,3430.0,0.113,1
KE-0185,Social,Studio,Mombasa,21,52280.0,1097900.0,219600.0,123800.0,197600.0,1243700.0,3.0,30,5240.0,19900,300.0,0.263,1
KE-0186,Affordable,2-Bedroom,Mombasa,52,59895.0,3114500.0,622900.0,534400.0,299000.0,3972800.0,6.0,20,28460.0,76600,1150.0,0.372,0
KE-0187,Market-Rate,1-Bedroom,Kasarani,33,74291.0,2451600.0,490300.0,588400.0,0.0,3530300.0,9.0,30,28410.0,445900,6690.0,0.064,1
KE-0188,Affordable,1-Bedroom,Nakuru,38,44611.0,1695200.0,339000.0,290900.0,162700.0,2162400.0,6.0,30,12960.0,90200,1350.0,0.144,1
KE-0189,Affordable,2-Bedroom,Kibera,58,36881.0,2139100.0,427800.0,367100.0,205400.0,2728600.0,6.0,15,23030.0,80700,1210.0,0.285,1
KE-0190,Social,2-Bedroom,Embakasi,57,41849.0,2385400.0,477100.0,269100.0,429400.0,2702200.0,3.0,15,18660.0,14500,220.0,1.287,0
KE-0191,Social,Studio,Ruiru,21,40239.0,845000.0,169000.0,95300.0,152100.0,957200.0,3.0,25,4540.0,10600,160.0,0.428,0
KE-0192,Market-Rate,2-Bedroom,Kasarani,56,76317.0,4273800.0,854800.0,1025700.0,0.0,6154300.0,9.0,20,55370.0,152900,2290.0,0.362,0
KE-0193,Market-Rate,Studio,Nakuru,20,67155.0,1343100.0,268600.0,322300.0,0.0,1934000.0,9.0,30,15560.0,320100,4800.0,0.049,1
KE-0194,Affordable,2-Bedroom,Mombasa,54,59749.0,3226500.0,645300.0,553700.0,309700.0,4115800.0,6.0,25,26520.0,31000,460.0,0.855,0
KE-0195,Affordable,2-Bedroom,Westlands,54,66408.0,3586000.0,717200.0,615400.0,344300.0,4574300.0,6.0,15,38600.0,49600,740.0,0.778,0
KE-0196,Affordable,3-Bedroom,Ruiru,82,44443.0,3644300.0,728900.0,625400.0,349900.0,4648700.0,6.0,20,33300.0,127200,1910.0,0.262,1
KE-0197,Affordable,Studio,Nakuru,23,44468.0,1022800.0,204600.0,175500.0,98200.0,1304700.0,6.0,25,8410.0,61600,920.0,0.137,1
KE-0198,Market-Rate,Studio,Nakuru,20,66628.0,1332600.0,266500.0,319800.0,0.0,1918900.0,9.0,25,16100.0,495800,7440.0,0.032,1
KE-0199,Market-Rate,1-Bedroom,Kasarani,35,72911.0,2551900.0,510400.0,612500.0,0.0,3674800.0,9.0,15,37270.0,282700,4240.0,0.132,1
KE-0200,Affordable,1-Bedroom,Ruiru,35,46476.0,1626600.0,325300.0,279100.0,156200.0,2074800.0,6.0,20,14860.0,74700,1120.0,0.199,1
KE-0201,Affordable,1-Bedroom,Eastlands,37,41085.0,1520100.0,304000.0,260800.0,145900.0,1939000.0,6.0,15,16360.0,95900,1440.0,0.171,1
KE-0202,Social,3-Bedroom,Kibera,79,32770.0,2588800.0,517800.0,292000.0,466000.0,2932600.0,3.0,20,16260.0,16800,250.0,0.968,0
KE-0203,Social,1-Bedroom,Eastlands,38,38156.0,1449900.0,290000.0,163600.0,261000.0,1642500.0,3.0,20,9110.0,19400,290.0,0.47,0
KE-0204,Market-Rate,1-Bedroom,Ruiru,35,68245.0,2388600.0,477700.0,573300.0,0.0,3439600.0,9.0,20,30950.0,197100,2960.0,0.157,1
KE-0205,Affordable,2-Bedroom,Eastlands,58,43531.0,2524800.0,505000.0,433300.0,242400.0,3220700.0,6.0,20,23070.0,122900,1840.0,0.188,1
KE-0206,Social,1-Bedroom,Nairobi CBD,32,57089.0,1826900.0,365400.0,206100.0,328800.0,2069600.0,3.0,20,11480.0,18800,280.0,0.611,0
KE-0207,Social,2-Bedroom,Mombasa,56,50232.0,2813000.0,562600.0,317300.0,506300.0,3186600.0,3.0,15,22010.0,10600,160.0,2.076,0
KE-0208,Affordable,Studio,Nairobi CBD,21,69491.0,1459300.0,291900.0,250400.0,140100.0,1861500.0,6.0,20,13340.0,92000,1380.0,0.145,1
KE-0209,Social,1-Bedroom,Kisumu,38,45650.0,1734700.0,346900.0,195700.0,312200.0,1965100.0,3.0,25,9320.0,13600,200.0,0.685,0
KE-0210,Social,Studio,Eastlands,18,38000.0,684000.0,136800.0,77200.0,123100.0,774900.0,3.0,15,5350.0,12500,190.0,0.428,0
KE-0211,Affordable,Studio,Kisumu,18,51238.0,922300.0,184500.0,158300.0,88500.0,1176600.0,6.0,20,8430.0,29300,440.0,0.288,1
KE-0212,Affordable,3-Bedroom,Westlands,82,65961.0,5408800.0,1081800.0,928200.0,519200.0,6899600.0,6.0,15,58220.0,149600,2240.0,0.389,0
KE-0213,Affordable,Studio,Embakasi,22,47620.0,1047600.0,209500.0,179800.0,100600.0,1336300.0,6.0,20,9570.0,140700,2110.0,0.068,1
KE-0214,Social,2-Bedroom,Westlands,56,59178.0,3314000.0,662800.0,373800.0,596500.0,3754100.0,3.0,30,15830.0,11000,160.0,1.439,0
KE-0215,Affordable,1-Bedroom,Ruiru,32,44459.0,1422700.0,284500.0,244100.0,136600.0,1814700.0,6.0,30,10880.0,88200,1320.0,0.123,1
KE-0216,Social,1-Bedroom,Nakuru,34,38251.0,1300500.0,260100.0,146700.0,234100.0,1473200.0,3.0,15,10170.0,19600,290.0,0.519,0
KE-0217,Affordable,3-Bedroom,Mombasa,79,60066.0,4745200.0,949000.0,814300.0,455500.0,6053000.0,6.0,15,51080.0,78800,1180.0,0.648,0
KE-0218,Affordable,Studio,Eastlands,22,41074.0,903600.0,180700.0,155100.0,86700.0,1152700.0,6.0,25,7430.0,49200,740.0,0.151,1
KE-0219,Affordable,2-Bedroom,Kasarani,52,50462.0,2624000.0,524800.0,450300.0,251900.0,3347200.0,6.0,25,21570.0,73800,1110.0,0.292,1
KE-0220,Market-Rate,3-Bedroom,Embakasi,82,68717.0,5634800.0,1127000.0,1352400.0,0.0,8114200.0,9.0,25,68090.0,239400,3590.0,0.284,1
KE-0221,Affordable,2-Bedroom,Kibera,54,37842.0,2043500.0,408700.0,350700.0,196200.0,2606700.0,6.0,25,16800.0,38000,570.0,0.442,0
KE-0222,Affordable,3-Bedroom,Kibera,83,38028.0,3156400.0,631300.0,541600.0,303000.0,4026300.0,6.0,30,24140.0,131000,1960.0,0.184,1
KE-0223,Social,Studio,Kibera,22,34657.0,762500.0,152500.0,86000.0,137200.0,863800.0,3.0,15,5970.0,16500,250.0,0.362,0
KE-0224,Affordable,1-Bedroom,Eastlands,35,43926.0,1537400.0,307500.0,263800.0,147600.0,1961100.0,6.0,15,16550.0,70200,1050.0,0.236,1
KE-0225,Social,1-Bedroom,Kibera,38,33412.0,1269700.0,253900.0,143200.0,228500.0,1438300.0,3.0,15,9930.0,17300,260.0,0.574,0
KE-0226,Social,2-Bedroom,Nairobi CBD,57,58986.0,3362200.0,672400.0,379300.0,605200.0,3808700.0,3.0,20,21120.0,19300,290.0,1.094,0
KE-0227,Market-Rate,3-Bedroom,Embakasi,81,70402.0,5702600.0,1140500.0,1368600.0,0.0,8211700.0,9.0,25,68910.0,310200,4650.0,0.222,1
KE-0228,Affordable,1-Bedroom,Nairobi CBD,37,65775.0,2433700.0,486700.0,417600.0,233600.0,3104400.0,6.0,25,20000.0,119100,1790.0,0.168,1
KE-0229,Market-Rate,2-Bedroom,Nakuru,56,61749.0,3457900.0,691600.0,829900.0,0.0,4979400.0,9.0,20,44800.0,246100,3690.0,0.182,1
KE-0230,Affordable,Studio,Embakasi,17,46350.0,788000.0,157600.0,135200.0,75600.0,1005200.0,6.0,30,6030.0,133500,2000.0,0.045,1
KE-0231,Affordable,2-Bedroom,Nairobi CBD,54,67323.0,3635400.0,727100.0,623800.0,349000.0,4637300.0,6.0,25,29880.0,25300,380.0,1.181,0
KE-0232,Affordable,1-Bedroom,Embakasi,38,46059.0,1750300.0,350100.0,300400.0,168000.0,2232800.0,6.0,30,13390.0,48800,730.0,0.274,1
KE-0233,Affordable,3-Bedroom,Nakuru,83,45225.0,3753600.0,750700.0,644100.0,360300.0,4788100.0,6.0,15,40400.0,79600,1190.0,0.508,0
KE-0234,Affordable,2-Bedroom,Kisumu,53,51813.0,2746100.0,549200.0,471200.0,263600.0,3502900.0,6.0,30,21000.0,70100,1050.0,0.3,1
KE-0235,Social,1-Bedroom,Eastlands,33,35298.0,1164800.0,233000.0,131400.0,209700.0,1319500.0,3.0,25,6260.0,19100,290.0,0.328,0
KE-0236,Affordable,Studio,Eastlands,19,41732.0,792900.0,158600.0,136100.0,76100.0,1011500.0,6.0,15,8540.0,139900,2100.0,0.061,1
KE-0237,Social,Studio,Kibera,18,32880.0,591800.0,118400.0,66800.0,106500.0,670500.0,3.0,20,3720.0,12800,190.0,0.291,1
KE-0238,Social,1-Bedroom,Westlands,38,55650.0,2114700.0,422900.0,238500.0,380600.0,2395500.0,3.0,15,16540.0,15300,230.0,1.081,0
KE-0239,Affordable,1-Bedroom,Kibera,37,38125.0,1410600.0,282100.0,242100.0,135400.0,1799400.0,6.0,20,12890.0,108600,1630.0,0.119,1
KE-0240,Social,3-Bedroom,Ruiru,77,41195.0,3172000.0,634400.0,357800.0,571000.0,3593200.0,3.0,25,17040.0,16300,240.0,1.045,0
KE-0241,Market-Rate,2-Bedroom,Nairobi CBD,52,104156.0,5416100.0,1083200.0,1299900.0,0.0,7799200.0,9.0,30,62750.0,207200,3110.0,0.303,0
KE-0242,Market-Rate,2-Bedroom,Embakasi,54,74482.0,4022000.0,804400.0,965300.0,0.0,5791700.0,9.0,30,46600.0,267200,4010.0,0.174,1
KE-0243,Market-Rate,Studio,Westlands,18,96024.0,1728400.0,345700.0,414800.0,0.0,2488900.0,9.0,20,22390.0,243100,3650.0,0.092,1
KE-0244,Affordable,3-Bedroom,Nakuru,82,42125.0,3454300.0,690900.0,592800.0,331600.0,4406400.0,6.0,25,28390.0,39600,590.0,0.717,0
KE-0245,Social,2-Bedroom,Ruiru,52,39836.0,2071500.0,414300.0,233700.0,372900.0,2346600.0,3.0,15,16210.0,10600,160.0,1.529,0
KE-0246,Market-Rate,Studio,Nakuru,17,63559.0,1080500.0,216100.0,259300.0,0.0,1555900.0,9.0,20,14000.0,339700,5100.0,0.041,1
KE-0247,Affordable,2-Bedroom,Eastlands,55,41502.0,2282600.0,456500.0,391700.0,219100.0,2911700.0,6.0,25,18760.0,122300,1830.0,0.153,1
KE-0248,Market-Rate,2-Bedroom,Eastlands,55,61915.0,3405300.0,681100.0,817300.0,0.0,4903700.0,9.0,25,41150.0,284800,4270.0,0.144,1
KE-0249,Market-Rate,Studio,Kibera,23,60355.0,1388200.0,277600.0,333200.0,0.0,1999000.0,9.0,25,16780.0,360300,5400.0,0.047,1
KE-0250,Market-Rate,1-Bedroom,Nairobi CBD,32,99743.0,3191800.0,638400.0,766000.0,0.0,4596200.0,9.0,15,46620.0,454100,6810.0,0.103,1
KE-0251,Social,1-Bedroom,Westlands,34,58725.0,1996700.0,399300.0,225200.0,359400.0,2261800.0,3.0,15,15620.0,17700,270.0,0.882,0
KE-0252,Affordable,Studio,Mombasa,21,57025.0,1197500.0,239500.0,205500.0,115000.0,1527500.0,6.0,25,9840.0,34200,510.0,0.288,1
KE-0253,Market-Rate,3-Bedroom,Ruiru,81,66799.0,5410700.0,1082100.0,1298600.0,0.0,7791400.0,9.0,25,65390.0,312800,4690.0,0.209,1
KE-0254,Affordable,2-Bedroom,Ruiru,57,47869.0,2728500.0,545700.0,468200.0,261900.0,3480500.0,6.0,25,22420.0,22100,330.0,1.014,0
KE-0255,Social,2-Bedroom,Kibera,52,33464.0,1740200.0,348000.0,196300.0,313200.0,1971300.0,3.0,25,9350.0,19000,280.0,0.492,0
KE-0256,Affordable,1-Bedroom,Eastlands,32,40405.0,1293000.0,258600.0,221900.0,124100.0,1649400.0,6.0,25,10630.0,36500,550.0,0.291,1
KE-0257,Market-Rate,1-Bedroom,Kibera,38,57138.0,2171300.0,434300.0,521100.0,0.0,3126700.0,9.0,30,25160.0,447800,6720.0,0.056,1
KE-0258,Affordable,2-Bedroom,Embakasi,52,50001.0,2600100.0,520000.0,446200.0,249600.0,3316700.0,6.0,30,19890.0,83800,1260.0,0.237,1
KE-0259,Affordable,2-Bedroom,Westlands,54,62406.0,3369900.0,674000.0,578300.0,323500.0,4298700.0,6.0,30,25770.0,109300,1640.0,0.236,1
KE-0260,Social,Studio,Nairobi CBD,20,58460.0,1169200.0,233800.0,131900.0,210400.0,1324500.0,3.0,20,7350.0,11600,170.0,0.634,0
KE-0261,Affordable,2-Bedroom,Kisumu,52,53984.0,2807200.0,561400.0,481700.0,269500.0,3580800.0,6.0,20,25650.0,48100,720.0,0.533,0
KE-0262,Market-Rate,2-Bedroom,Kasarani,52,74395.0,3868500.0,773700.0,928400.0,0.0,5570600.0,9.0,15,56500.0,287900,4320.0,0.196,1
KE-0263,Social,1-Bedroom,Kasarani,38,42126.0,1600800.0,320200.0,180600.0,288200.0,1813400.0,3.0,30,7650.0,18300,270.0,0.418,0
KE-0264,Affordable,Studio,Kibera,18,37106.0,667900.0,133600.0,114600.0,64100.0,852000.0,6.0,25,5490.0,95900,1440.0,0.057,1
KE-0265,Market-Rate,2-Bedroom,Embakasi,58,68571.0,3977100.0,795400.0,954500.0,0.0,5727000.0,9.0,15,58090.0,190100,2850.0,0.306,0
KE-0266,Affordable,1-Bedroom,Westlands,38,63534.0,2414300.0,482900.0,414300.0,231800.0,3079700.0,6.0,30,18460.0,105700,1590.0,0.175,1
KE-0267,Affordable,1-Bedroom,Mombasa,34,56332.0,1915300.0,383100.0,328700.0,183900.0,2443200.0,6.0,30,14650.0,59200,890.0,0.247,1
KE-0268,Affordable,Studio,Kasarani,22,48061.0,1057300.0,211500.0,181400.0,101500.0,1348700.0,6.0,20,9660.0,45600,680.0,0.212,1
KE-0269,Affordable,1-Bedroom,Westlands,32,62945.0,2014200.0,402800.0,345600.0,193400.0,2569200.0,6.0,15,21680.0,110900,1660.0,0.195,1
KE-0270,Social,2-Bedroom,Nairobi CBD,58,55917.0,3243200.0,648600.0,365800.0,583800.0,3673800.0,3.0,25,17420.0,11000,160.0,1.584,0
KE-0271,Market-Rate,2-Bedroom,Nakuru,58,65339.0,3789700.0,757900.0,909500.0,0.0,5457100.0,9.0,15,55350.0,459500,6890.0,0.12,1
KE-0272,Market-Rate,1-Bedroom,Embakasi,33,74069.0,2444300.0,488900.0,586600.0,0.0,3519800.0,9.0,25,29540.0,306100,4590.0,0.097,1
KE-0273,Market-Rate,3-Bedroom,Eastlands,83,60447.0,5017100.0,1003400.0,1204100.0,0.0,7224600.0,9.0,25,60630.0,377200,5660.0,0.161,1
KE-0274,Market-Rate,3-Bedroom,Westlands,81,92401.0,7484500.0,1496900.0,1796300.0,0.0,10777700.0,9.0,25,90450.0,285800,4290.0,0.316,0
KE-0275,Affordable,3-Bedroom,Nairobi CBD,82,68890.0,5649000.0,1129800.0,969400.0,542300.0,7205900.0,6.0,25,46430.0,51400,770.0,0.903,0
KE-0276,Affordable,1-Bedroom,Mombasa,32,57676.0,1845600.0,369100.0,316700.0,177200.0,2354200.0,6.0,30,14110.0,106600,1600.0,0.132,1
KE-0277,Affordable,1-Bedroom,Kisumu,32,50652.0,1620900.0,324200.0,278100.0,155600.0,2067600.0,6.0,20,14810.0,36500,550.0,0.406,0
KE-0278,Affordable,3-Bedroom,Eastlands,78,40818.0,3183800.0,636800.0,546300.0,305600.0,4061300.0,6.0,15,34270.0,66100,990.0,0.518,0
KE-0279,Affordable,2-Bedroom,Kisumu,54,51837.0,2799200.0,559800.0,480300.0,268700.0,3570600.0,6.0,15,30130.0,103700,1560.0,0.291,1
KE-0280,Affordable,Studio,Mombasa,17,55225.0,938800.0,187800.0,161100.0,90100.0,1197600.0,6.0,30,7180.0,69200,1040.0,0.104,1
KE-0281,Market-Rate,Studio,Nairobi CBD,21,97708.0,2051900.0,410400.0,492500.0,0.0,2954800.0,9.0,15,29970.0,244800,3670.0,0.122,1
KE-0282,Affordable,1-Bedroom,Kasarani,32,51037.0,1633200.0,326600.0,280300.0,156800.0,2083300.0,6.0,20,14930.0,36000,540.0,0.415,0
KE-0283,Affordable,3-Bedroom,Kisumu,81,51637.0,4182600.0,836500.0,717700.0,401500.0,5335300.0,6.0,20,38220.0,140600,2110.0,0.272,1
KE-0284,Social,2-Bedroom,Eastlands,57,37562.0,2141000.0,428200.0,241500.0,385400.0,2425300.0,3.0,30,10230.0,17300,260.0,0.591,0
KE-0285,Affordable,1-Bedroom,Kibera,37,39395.0,1457600.0,291500.0,250100.0,139900.0,1859300.0,6.0,25,11980.0,108900,1630.0,0.11,1
KE-0286,Social,Studio,Ruiru,20,39838.0,796800.0,159400.0,89900.0,143400.0,902700.0,3.0,25,4280.0,15600,230.0,0.274,1
KE-0287,Affordable,2-Bedroom,Westlands,55,62961.0,3462900.0,692600.0,594200.0,332400.0,4417300.0,6.0,30,26480.0,23100,350.0,1.146,0
KE-0288,Affordable,2-Bedroom,Kasarani,56,49374.0,2764900.0,553000.0,474500.0,265400.0,3527000.0,6.0,30,21150.0,43900,660.0,0.482,0
KE-0289,Social,1-Bedroom,Kisumu,34,46419.0,1578200.0,315600.0,178000.0,284100.0,1787700.0,3.0,25,8480.0,14900,220.0,0.569,0
KE-0290,Affordable,2-Bedroom,Nakuru,52,42600.0,2215200.0,443000.0,380100.0,212700.0,2825600.0,6.0,30,16940.0,55700,840.0,0.304,0
KE-0291,Social,3-Bedroom,Westlands,83,57719.0,4790700.0,958100.0,540400.0,862300.0,5426900.0,3.0,20,30100.0,17100,260.0,1.76,0
KE-0292,Social,1-Bedroom,Kibera,32,32037.0,1025200.0,205000.0,115600.0,184500.0,1161300.0,3.0,25,5510.0,10000,150.0,0.551,0
KE-0293,Market-Rate,2-Bedroom,Mombasa,55,88103.0,4845700.0,969100.0,1163000.0,0.0,6977800.0,9.0,25,58560.0,476300,7140.0,0.123,1
KE-0294,Affordable,1-Bedroom,Ruiru,38,46245.0,1757300.0,351500.0,301600.0,168700.0,2241700.0,6.0,30,13440.0,26400,400.0,0.509,0
KE-0295,Social,2-Bedroom,Nairobi CBD,56,61070.0,3419900.0,684000.0,385800.0,615600.0,3874100.0,3.0,15,26750.0,10900,160.0,2.454,0
KE-0296,Affordable,2-Bedroom,Kibera,58,37363.0,2167100.0,433400.0,371900.0,208000.0,2764400.0,6.0,20,19810.0,99800,1500.0,0.198,1
KE-0297,Affordable,2-Bedroom,Kibera,52,37404.0,1945000.0,389000.0,333800.0,186700.0,2481100.0,6.0,25,15990.0,108300,1620.0,0.148,1
KE-0298,Social,2-Bedroom,Mombasa,52,52043.0,2706300.0,541300.0,305300.0,487100.0,3065800.0,3.0,30,12930.0,11000,160.0,1.175,0
KE-0299,Affordable,1-Bedroom,Embakasi,34,49557.0,1684900.0,337000.0,289100.0,161800.0,2149200.0,6.0,15,18140.0,103800,1560.0,0.175,1
KE-0300,Social,3-Bedroom,Mombasa,78,48668.0,3796100.0,759200.0,428200.0,683300.0,4300200.0,3.0,25,20390.0,16800,250.0,1.214,0
KE-0301,Social,2-Bedroom,Embakasi,58,41414.0,2402000.0,480400.0,270900.0,432400.0,2720900.0,3.0,15,18790.0,11900,180.0,1.579,0
KE-0302,Affordable,Studio,Embakasi,20,50351.0,1007000.0,201400.0,172800.0,96700.0,1284500.0,6.0,20,9200.0,116800,1750.0,0.079,1
KE-0303,Affordable,2-Bedroom,Kasarani,55,50120.0,2756600.0,551300.0,473000.0,264600.0,3516300.0,6.0,25,22660.0,66700,1000.0,0.34,0
KE-0304,Affordable,2-Bedroom,Kasarani,53,48471.0,2569000.0,513800.0,440800.0,246600.0,3277000.0,6.0,20,23480.0,127000,1900.0,0.185,1
KE-0305,Affordable,1-Bedroom,Eastlands,32,41614.0,1331600.0,266300.0,228500.0,127800.0,1698600.0,6.0,15,14330.0,98000,1470.0,0.146,1
KE-0306,Market-Rate,3-Bedroom,Kisumu,79,79256.0,6261200.0,1252200.0,1502700.0,0.0,9016100.0,9.0,25,75660.0,196400,2950.0,0.385,0
KE-0307,Affordable,3-Bedroom,Kisumu,79,52629.0,4157700.0,831500.0,713500.0,399100.0,5303600.0,6.0,25,34170.0,42300,630.0,0.808,0
KE-0308,Affordable,1-Bedroom,Nairobi CBD,35,66603.0,2331100.0,466200.0,400000.0,223800.0,2973500.0,6.0,20,21300.0,134800,2020.0,0.158,1
KE-0309,Affordable,3-Bedroom,Kisumu,79,51904.0,4100400.0,820100.0,703600.0,393600.0,5230500.0,6.0,30,31360.0,118100,1770.0,0.266,1
KE-0310,Social,Studio,Kasarani,22,45646.0,1004200.0,200800.0,113300.0,180800.0,1137500.0,3.0,25,5390.0,17500,260.0,0.308,0
KE-0311,Affordable,1-Bedroom,Eastlands,33,44075.0,1454500.0,290900.0,249600.0,139600.0,1855400.0,6.0,30,11120.0,23200,350.0,0.479,0
KE-0312,Social,Studio,Eastlands,17,38155.0,648600.0,129700.0,73200.0,116700.0,734800.0,3.0,15,5070.0,10900,160.0,0.465,0
KE-0313,Social,3-Bedroom,Embakasi,82,43174.0,3540300.0,708100.0,399300.0,637300.0,4010400.0,3.0,30,16910.0,18500,280.0,0.914,0
KE-0314,Market-Rate,2-Bedroom,Mombasa,53,82427.0,4368600.0,873700.0,1048500.0,0.0,6290800.0,9.0,25,52790.0,239300,3590.0,0.221,1
KE-0315,Market-Rate,Studio,Nairobi CBD,21,105759.0,2220900.0,444200.0,533000.0,0.0,3198100.0,9.0,25,26840.0,150300,2250.0,0.179,1
KE-0316,Affordable,1-Bedroom,Embakasi,38,46610.0,1771200.0,354200.0,303900.0,170000.0,2259300.0,6.0,25,14560.0,75900,1140.0,0.192,1
KE-0317,Affordable,2-Bedroom,Mombasa,55,56177.0,3089800.0,618000.0,530200.0,296600.0,3941400.0,6.0,30,23630.0,118100,1770.0,0.2,1
KE-0318,Social,Studio,Kisumu,19,44365.0,842900.0,168600.0,95100.0,151700.0,954900.0,3.0,25,4530.0,16600,250.0,0.273,1
KE-0319,Social,3-Bedroom,Embakasi,81,44012.0,3565000.0,713000.0,402100.0,641700.0,4038400.0,3.0,15,27890.0,17500,260.0,1.594,0
KE-0320,Social,2-Bedroom,Westlands,54,54631.0,2950100.0,590000.0,332800.0,531000.0,3341900.0,3.0,20,18530.0,10200,150.0,1.817,0
KE-0321,Affordable,2-Bedroom,Kisumu,57,54857.0,3126800.0,625400.0,536600.0,300200.0,3988600.0,6.0,20,28580.0,104100,1560.0,0.275,1
KE-0322,Affordable,3-Bedroom,Mombasa,77,59131.0,4553100.0,910600.0,781300.0,437100.0,5807900.0,6.0,30,34820.0,34200,510.0,1.018,0
KE-0323,Affordable,1-Bedroom,Nairobi CBD,32,63849.0,2043200.0,408600.0,350600.0,196100.0,2606300.0,6.0,20,18670.0,99400,1490.0,0.188,1
KE-0324,Social,3-Bedroom,Mombasa,77,48603.0,3742400.0,748500.0,422100.0,673600.0,4239400.0,3.0,30,17870.0,14900,220.0,1.199,0
KE-0325,Market-Rate,2-Bedroom,Embakasi,54,75190.0,4060300.0,812100.0,974500.0,0.0,5846900.0,9.0,15,59300.0,183800,2760.0,0.323,0
KE-0326,Affordable,2-Bedroom,Embakasi,56,48731.0,2728900.0,545800.0,468300.0,262000.0,3481000.0,6.0,15,29370.0,71500,1070.0,0.411,0
KE-0327,Affordable,Studio,Kibera,17,38978.0,662600.0,132500.0,113700.0,63600.0,845200.0,6.0,20,6060.0,119600,1790.0,0.051,1
KE-0328,Affordable,3-Bedroom,Nairobi CBD,81,64660.0,5237500.0,1047500.0,898800.0,502800.0,6681000.0,6.0,25,43050.0,141600,2120.0,0.304,0
KE-0329,Affordable,1-Bedroom,Nakuru,34,41530.0,1412000.0,282400.0,242300.0,135600.0,1801100.0,6.0,20,12900.0,114500,1720.0,0.113,1
KE-0330,Social,Studio,Kisumu,22,44738.0,984200.0,196800.0,111000.0,177200.0,1114800.0,3.0,30,4700.0,16200,240.0,0.29,1
KE-0331,Affordable,Studio,Eastlands,21,40662.0,853900.0,170800.0,146500.0,82000.0,1089200.0,6.0,15,9190.0,71000,1060.0,0.129,1
KE-0332,Affordable,2-Bedroom,Nairobi CBD,57,68025.0,3877400.0,775500.0,665400.0,372200.0,4946100.0,6.0,20,35440.0,129000,1940.0,0.275,1
KE-0333,Social,2-Bedroom,Eastlands,54,38224.0,2064100.0,412800.0,232800.0,371500.0,2338200.0,3.0,30,9860.0,17200,260.0,0.573,0
KE-0334,Social,2-Bedroom,Nairobi CBD,54,60431.0,3263300.0,652700.0,368100.0,587400.0,3696700.0,3.0,25,17530.0,11400,170.0,1.538,0
